No.,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude,month
2218,Luminar,Orlando,other,Florida,USA,North America,,20-May-25,,,,Transportation,Post-IPO,780,2025,28.5421109,-81.3790304,May
2219,Climeworks,Zurich,other,non,Switzerland,Europe,106,21-May-25,22,482,376,Energy,Private Equity,734,2025,47.3744489,8.5410422,May
2220,LeddarTech,Quebec,other,Quebec,Canada,North America,138,22-May-25,95,145,7,Transportation,Post-IPO,402,2025,46.81228,-71.21454,May
2221,Chegg,Santa Clara,San Francisco Bay Area,California,USA,North America,248,22-May-25,22,1127,879,Education,Post-IPO,227,2025,37.354107,-121.955238,May
2222,Otipy,New Delhi,other,Delhi,India,Asia,300,23-May-25,100,300,0,Food,Series B,44,2025,28.6138954,77.2090057,May
2223,Microsoft,Seattle,Cascadia,Washington,USA,North America,6000,23-May-25,3,200000,194000,Other,Post-IPO,1,2025,47.6038321,-122.330062,May
2224,Amazon,Seattle,Cascadia,Washington,USA,North America,100,24-May-25,,,,Retail,Post-IPO,8100,2025,47.6038321,-122.330062,May
2225,GroundGame Health,Tampa Bay,other,Florida,USA,North America,97,25-May-25,,,,Healthcare,Series A,17,2025,27.6886419,-82.5723193,May
2226,Noogata,Tel Aviv,other,non,Israel,Asia,10,25-May-25,100,10,0,AI,Series A,28,2025,32.0852997,34.7818064,May
2227,Cars24,Gurugram,other,Haryana,India,Asia,120,27-May-25,,,,Transportation,Series G,1300,2025,28.4646148,77.0299194,May
2228,nCino,Wilmington,other,Delaware,USA,North America,,27-May-25,7,,,Finance,Post-IPO,1100,2025,39.7459468,-75.546589,May
2229,eBay,Tel Aviv,other,non,Israel,Asia,200,28-May-25,,,,Retail,Post-IPO,1200,2025,32.0852997,34.7818064,May
2230,VerSe Innovation copy,Bengaluru,other,Karnataka,India,Asia,350,28-May-25,,,,Media,Series J,1700,2025,12.98815675,77.62260004,May
2231,Business Insider,New York City,other,New York,USA,North America,,29-May-25,20,0,0,Media,Acquired,56,2025,40.7127281,-74.0060152,May
2232,Blink Charging,Baltimore,other,Maryland,USA,North America,,29-May-25,20,,,Other,Post-IPO,110,2025,39.2908816,-76.610759,May
2233,Microsoft,Seattle,Cascadia,Washington,USA,North America,305,02-Jun-25,3,10167,9862,Other,Post-IPO,1,2025,47.6038321,-122.330062,Jun
2234,Airtime,New York City,other,New York,USA,North America,25,04-Jun-25,43,58,33,Consumer,Series B,33,2025,40.7127281,-74.0060152,Jun
2235,Playtika,Tel Aviv,other,non,Israel,Asia,90,05-Jun-25,,,,Consumer,Post-IPO,,2025,32.0852997,34.7818064,Jun
2236,ZoomInfo,Vancouver,Cascadia,British Columbia,USA,North America,150,09-Jun-25,4,3750,3600,Sales,Post-IPO,7,2025,49.2608724,-123.113952,Jun
2237,Khoros,Austin,other,Texas,USA,North America,116,20-Jun-25,,,,Sales,Private Equity,138,2025,30.2711286,-97.7436995,Jun
2238,Salto,Tel Aviv,other,non,Israel,Asia,30,20-Jun-25,50,60,30,Other,Series B,69,2025,32.0852997,34.7818064,Jun
2239,Google,Mountain View,San Francisco Bay Area,California,USA,North America,75,24-Jun-25,,,,Consumer,Post-IPO,26,2025,37.3893889,-122.0832101,Jun
2240,Intel,Sacramento,other,California,USA,North America,,24-Jun-25,,,,Hardware,Post-IPO,12,2025,38.5810606,-121.493895,Jun
2241,Microsoft,Seattle,Cascadia,Washington,USA,North America,,24-Jun-25,,,,Other,Post-IPO,1,2025,47.6038321,-122.330062,Jun
2242,Pluralsight,Salt Lake City,other,Utah,USA,North America,,24-Jun-25,17,,,Education,Acquired,192,2025,40.7596198,-111.886797,Jun
2243,Bumble,Austin,other,Texas,USA,North America,240,25-Jun-25,30,800,560,Consumer,Post-IPO,313,2025,30.2711286,-97.7436995,Jun
2244,Klue,Vancouver,Cascadia,British Columbia,USA,North America,85,25-Jun-25,40,213,128,Sales,Series B,83,2025,49.2608724,-123.113952,Jun
2245,Rivian,Los Angeles,other,California,USA,North America,140,26-Jun-25,1,14000,13860,Transportation,Post-IPO,10700,2025,34.0536909,-118.242766,Jun
2246,Sabi,Lagos,other,non,Nigeria,Africa,50,29-Jun-25,20,250,200,Retail,Series B,66,2025,6.4550575,3.3941795,Jun
2247,Microsoft,Seattle,Cascadia,Washington,USA,North America,9000,02-Jul-25,4,225000,216000,Other,Post-IPO,1,2025,47.6038321,-122.330062,Jul
2248,TikTok,Dublin,other,non,USA,Europe,,02-Jul-25,,,,Consumer,Acquired,,2025,53.3493795,-6.2605593,Jul
2249,retrain.ai,New York City,other,New York,USA,North America,20,02-Jul-25,,,,Software Development,Unknown,,2025,40.7127281,-74.0060152,Jul
2250,Okra,Lagos,other,non,Nigeria,Africa,,02-Jul-25,100,,,Finance,Unknown,,2025,6.4550575,3.3941795,Jul
2251,Subtl AI,Hyderabad,other,Telangana,India,Asia,,07-Jul-25,100,,,AI,Unknown,,2025,17.42124912,78.38876713,Jul
2252,Nayax,Herzliya,other,non,Israel,Asia,70,07-Jul-25,,,,Fintech,Unknown,,2025,32.17527727,34.8295478,Jul
2253,ByteDance,Seattle,Cascadia,Washington,USA,North America,65,07-Jul-25,,,,Software Development,Unknown,,2025,47.6038321,-122.330062,Jul
2254,Eigen Labs,Seattle,Cascadia,Washington,USA,North America,,08-Jul-25,25,,,Software Development,Unknown,,2025,47.6038321,-122.330062,Jul
2255,Intel,Portland,Cascadia,Oregon,USA,North America,500,08-Jul-25,,,,Semiconductor Manufacturing,Unknown,,2025,45.5202471,-122.674194,Jul
2256,Recruit Holdings ( Indeed. Glassdoor),Austin,other,Texas,USA,North America,1300,10-Jul-25,,,,Job Search,Unknown,,2025,30.2711286,-97.7436995,Jul
2257,Sony,Tel Aviv,other,non,Israel,Asia,100,11-Jul-25,,,,Electronics,Unknown,,2025,32.0852997,34.7818064,Jul
2258,King,London,other,England,UK,Europe,200,14-Jul-25,,,,Gaming,Unknown,,2025,51.4893335,-0.144055085,Jul
2259,FIS,Bellevue,other,Washington,USA,North America,133,15-Jul-25,,,,FinTech,Unknown,,2025,47.59346795,-122.1908777,Jul
2260,Scale AI,San Francisco,San Francisco Bay Area,California,USA,North America,200,16-Jul-25,14,1429,1229,Software Development,Unknown,,2025,37.7792588,-122.4193286,Jul
2261,Lenovo,Morrisville,other,North Carolina,USA,North America,,16-Jul-25,3,,,IT Services and IT Consulting,Unknown,,2025,35.81625936,-78.83488419,Jul
2262,CDW,Vernon Hills,other,Illinois,USA,North America,,16-Jul-25,,,,IT Services and IT Consulting,Unknown,,2025,42.23694183,-87.96305673,Jul
2263,Syqe Medical,Tel Aviv,other,non,Israel,Asia,50,16-Jul-25,32,156,106,Biotechnology Research,Unknown,,2025,32.0852997,34.7818064,Jul
2264,JAMF,Minneapolis,other,Minnesota,USA,North America,,16-Jul-25,6,,,Enterprise Apple device management,Unknown,,2025,44.9772995,-93.2654692,Jul
2265,Intel,Santa Clara,San Francisco Bay Area,California,USA,North America,5000,17-Jul-25,,,,Semiconductor Manufacturing,Unknown,,2025,37.354107,-121.955238,Jul
2266,Amazon,San Francisco,San Francisco Bay Area,California,USA,North America,,17-Jul-25,,,,Software Development,Unknown,,2025,37.7792588,-122.4193286,Jul
2267,Rocket Companies,Detroit,other,Michigan,USA,North America,,21-Jul-25,2,,,Financial Services,Unknown,,2025,42.3315509,-83.0466403,Jul
2268,Zeen,San Francisco,San Francisco Bay Area,California,USA,North America,,22-Jul-25,100,,0,Social media startup,Unknown,,2025,37.7792588,-122.4193286,Jul
2269,ConsenSys,New York City,other,New York,USA,North America,47,22-Jul-25,7,671,624,Crypto,Unknown,,2025,40.7127281,-74.0060152,Jul
2270,1047 Games,Zephyr Cove,other,Nevada,USA,North America,,22-Jul-25,,,,Game studio,Unknown,,2025,39.0028732,-119.9373755,Jul
2271,Supermassive Games,Guildford,other,England,UK,Europe,36,22-Jul-25,,,,Computer games,Unknown,,2025,51.23546777,-0.568472361,Jul
2272,PlaxidityX,Ramat Gan,other,non,Israel,Asia,65,23-Jul-25,,,,Vehicle Cybersecurity,Unknown,,2025,32.0626954,34.8256007,Jul
2273,Tipalti,Tel Aviv,other,non,Israel,Asia,,24-Jul-25,,,,Financial Services,Unknown,,2025,32.0852997,34.7818064,Jul
2274,Ohm Mobility,Bengaluru,other,Karnataka,India,Asia,,25-Jul-25,100,,,EV financing platform,Unknown,,2025,12.98815675,77.62260004,Jul
2275,Phase,Berlin,other,Berlin,Germany,Europe,30,25-Jul-25,100,30,0,The Animation Tool for UI/UX Designers.,Unknown,,2025,52.5170365,13.3888599,Jul
2276,TCS,Mumbai,other,Maharashtra,India,Asia,12000,27-Jul-25,2,600000,588000,IT Services and IT Consulting,Unknown,,2025,19.0785451,72.878176,Jul
2277,Krutrim,Bengaluru,other,Karnataka,India,Asia,100,28-Jul-25,,,,AI. made in India. for the world.,Unknown,,2025,12.98815675,77.62260004,Jul
2278,Eyeo,Berlin,other,Berlin,Germany,Europe,,28-Jul-25,40,,,Technology. Information and Internet,Unknown,,2025,52.5170365,13.3888599,Jul
2279,Atlassian,Sydney,other,New South Wales,Australia,Oceana,150,30-Jul-25,,,,Software Development,Unknown,,2025,-33.8698439,151.2082848,Jul
2280,AstrumU,Bellevue,other,Washington,USA,North America,,31-Jul-25,100,,0,Worker skills intelligence startup,Unknown,,2025,47.59346795,-122.1908777,Jul
2281,Lido Finance,George Town,other,non,Cayman Islands,North America,,03-Aug-25,15,,,Finance,Unknown,,2025,19.29571393,-81.38006692,Aug
2282,Microsoft,Seattle,Cascadia,Washington,USA,North America,40,04-Aug-25,,,,Software Development,Unknown,,2025,47.6038321,-122.330062,Aug
2283,Amazon,Seattle,Cascadia,Washington,USA,North America,110,04-Aug-25,,,,Software Development,Unknown,,2025,47.6038321,-122.330062,Aug
2284,Cognition,San Francisco,San Francisco Bay Area,California,USA,North America,30,05-Aug-25,,,,Software Development,Unknown,,2025,37.7792588,-122.4193286,Aug
2285,Yotpo,New York City,other,New York,USA,North America,200,05-Aug-25,34,588,,Marketing,Unknown,,2025,40.7127281,-74.0060152,Aug
2286,Peloton,New York City,other,New York,USA,North America,,07-Aug-25,6,,,Wellness and Fitness Services,Unknown,,2025,40.7127281,-74.0060152,Aug
2287,Kaltura,New York City,other,New York,USA,North America,70,07-Aug-25,10,700,,Media,Unknown,,2025,40.7127281,-74.0060152,Aug
2288,TikTok,Berlin,other,Berlin,Germany,Europe,150,10-Aug-25,,,,Video-sharing social network,Unknown,,2025,52.5170365,13.3888599,Aug
2289,Bithell Games,Suffolk,other,England,UK,Europe,11,11-Aug-25,,,,Computer Games,Unknown,,2025,52.03652146,0.730925301,Aug
2290,Micron Technology,Shanghai,other,non,China,Asia,,12-Aug-25,,,,Computer memory,Unknown,,2025,31.2312707,121.4700152,Aug
2291,Altera (Intel),San Jose,San Francisco Bay Area,California,USA,North America,82,12-Aug-25,,,,Semiconductor Manufacturing,Unknown,,2025,37.3361663,-121.890591,Aug
2292,F5,Seattle,Cascadia,Washington,USA,North America,106,13-Aug-25,,,,Networking and security,Unknown,,2025,47.6038321,-122.330062,Aug
2293,Amdocs,Ra'anana,other,non,Israel,Asia,4500,13-Aug-25,100,4500,0,Software Development,Unknown,,2025,32.1860244,34.8678359,Aug
2294,Oracle,Seattle,Cascadia,Washington,USA,North America,150,14-Aug-25,,,,Cloud Technology Company,Unknown,,2025,47.6038321,-122.330062,Aug
2295,Oracle,Bengaluru,other,Karnataka,India,Asia,3000,22-Aug-25,,,,Cloud technology,Unknown,,2025,12.98815675,77.62260004,Aug
2296,BeepKart,Bengaluru,other,Karnataka,India,Asia,,23-Aug-25,100,,0,Automotive,Unknown,,2025,12.98815675,77.62260004,Aug
2297,TechWerks,Arlington,other,Texas,USA,North America,87,24-Aug-25,,,,IT Services and IT Consulting,Unknown,,2025,32.72913084,-97.11012249,Aug
2298,Tokopedia,Jakarta,other,non,Indonesia,Asia,420,25-Aug-25,,,,E-commerce,Unknown,,2025,-6.175247,106.8270488,Aug
2299,Krutrim,Bengaluru,other,Karnataka,India,Asia,50,01-Sep-25,,,,AI,Unknown,,2025,12.98815675,77.62260004,Sep
2300,Mobile Premier League,Bengaluru,other,Karnataka,India,Asia,300,01-Sep-25,,,,Gaming,Unknown,,2025,12.98815675,77.62260004,Sep
2301,Games 24x7,Mumbai,other,Maharashtra,India,Asia,400,01-Sep-25,,,,Gaming,Unknown,,2025,19.0785451,72.878176,Sep
2302,Salesforce,San Francisco,San Francisco Bay Area,California,USA,North America,4000,02-Sep-25,,,,Software Development,Unknown,,2025,37.7792588,-122.4193286,Sep
2303,Dreamhaven,Irvine,other,California,USA,North America,,03-Sep-25,,,,Computer Games,Unknown,,2025,33.67174019,-117.8029151,Sep
2304,theGist,Tel Aviv,other,non,Israel,Asia,,03-Sep-25,100,,0,AI startup,Unknown,,2025,32.0852997,34.7818064,Sep
2305,2K,Novato,San Francisco Bay Area,California,USA,North America,,04-Sep-25,,,,Computer Games,Unknown,,2025,38.08222498,-122.561957,Sep
2306,Gupshup,San Francisco,San Francisco Bay Area,California,USA,North America,100,04-Sep-25,,,,IT Services and IT Consulting,Unknown,,2025,37.7792588,-122.4193286,Sep
2307,Head Digital Works,Hyderabad,other,Telangana,India,Asia,500,04-Sep-25,,,,Online Gaming,Unknown,,2025,17.42124912,78.38876713,Sep
2308,Oracle,San Francisco,San Francisco Bay Area,California,USA,North America,254,04-Sep-25,,,,IT Services and IT Consulting,Unknown,,2025,37.7792588,-122.4193286,Sep
2309,Bobble AI,Gurugram,other,Haryana,India,Asia,50,04-Sep-25,,,,Conversation Media Platform,Unknown,,2025,28.4646148,77.0299194,Sep
2310,New Computer (Dot),Las Vegas,other,Nevada,USA,North America,,05-Sep-25,100,,0,AI companion app,Unknown,,2025,36.1672559,-115.148516,Sep
2311,Scope3,New York City,other,New York,USA,North America,,05-Sep-25,,,,Software Development,Unknown,,2025,40.7127281,-74.0060152,Sep
2312,Microsoft,Seattle,Cascadia,Washington,USA,North America,42,08-Sep-25,,,,Software Development,Unknown,,2025,47.6038321,-122.330062,Sep
2313,Oracle,Austin,other,Texas,USA,North America,3000,09-Sep-25,,,,IT Services and IT Consulting,Unknown,,2025,30.2711286,-97.7436995,Sep
2314,Scale,San Francisco,San Francisco Bay Area,California,USA,North America,12,09-Sep-25,,,,Software Development,Unknown,,2025,37.7792588,-122.4193286,Sep
2315,Ubisoft,Paris,other,non,France,Europe,9,10-Sep-25,,,,Computer Games,Unknown,,2025,48.8588897,2.320041022,Sep
2316,Verbit,New York City,other,New York,USA,North America,22,10-Sep-25,,,,AI transcription and captioning,Unknown,,2025,40.7127281,-74.0060152,Sep
2317,Atlassian,Sydney,other,New South Wales,Australia,Oceana,200,10-Sep-25,,,,Software Development,Unknown,,2025,-33.8698439,151.2082848,Sep
2318,Zupee,Gurugram,other,Haryana,India,Asia,170,11-Sep-25,30,567,397,Entertainment Providers,Unknown,,2025,28.4646148,77.0299194,Sep
2319,Natcast,Las Vegas,other,Nevada,USA,North America,,11-Sep-25,,,,Advancement of Semiconductor Technology,Unknown,,2025,36.1672559,-115.148516,Sep
2320,xAI,Palo Alto,San Francisco Bay Area,California,USA,North America,500,13-Sep-25,,,,Technology. Information and Internet,Unknown,,2025,37.4443293,-122.1598465,Sep
2321,Hike,New Delhi,other,Delhi,India,Asia,,13-Sep-25,100,,0,Gaming,Unknown,,2025,28.6138954,77.2090057,Sep
2322,Sorbet,Tel Aviv,other,non,Israel,Asia,,14-Sep-25,,,,Fintech,Unknown,,2025,32.0852997,34.7818064,Sep
2323,Fiverr,Tel Aviv,other,non,Israel,Asia,250,15-Sep-25,30,833,583,Freelance services marketplace,Unknown,,2025,32.0852997,34.7818064,Sep
2324,ZipRecruiter,Tel Aviv,other,non,Israel,Asia,80,16-Sep-25,,,,Employment Marketplace,Unknown,,2025,32.0852997,34.7818064,Sep
2325,Google,Mountain View,San Francisco Bay Area,California,USA,North America,200,16-Sep-25,,,,Software Development,Unknown,,2025,37.3893889,-122.0832101,Sep
2326,Olo,New York City,other,New York,USA,North America,,17-Sep-25,,,,Software Development,Unknown,,2025,40.7127281,-74.0060152,Sep
2327,Agoda,Singapore,other,non,Singapore,Asia,50,18-Sep-25,,,,Online travel agency and search engine,Unknown,,2025,1.2899175,103.8519072,Sep
2328,Gameskraft,Bengaluru,other,Karnataka,India,Asia,120,18-Sep-25,,,,Online gaming,Unknown,,2025,12.98815675,77.62260004,Sep
2329,SoftBank,Minato,Tokyo,Tokyo,Japan,Asia,,19-Sep-25,20,,,Venture capital fund,Unknown,,2025,35.63764305,139.7295584,Sep
2330,Snorkel AI,Redwood City,San Francisco Bay Area,California,USA,North America,31,21-Sep-25,13,238,207,Software Development,Unknown,,2025,37.4863239,-122.232523,Sep
2331,Accenture,Dublin,other,non,Ireland,Europe,11000,27-Sep-25,,,,Business Consulting and Services,Unknown,,2025,53.3493795,-6.2605593,Sep
2332,Simpl,Bengaluru,other,Karnataka,India,Asia,80,01-Oct-25,,,,Consumer Services,Unknown,,2025,12.98815675,77.62260004,Oct
2333,Smartsheet,Bellevue,other,Washington,USA,North America,,01-Oct-25,,,,Software Development,Unknown,,2025,47.59346795,-122.1908777,Oct
2334,Paycom,Oklahoma City,other,Oklahoma,USA,North America,500,01-Oct-25,,,,HR and payroll software,Unknown,,2025,35.44319525,-97.512198,Oct
2335,Google,Mountain View,San Francisco Bay Area,California,USA,North America,100,01-Oct-25,,,,Software Development,Unknown,,2025,37.3893889,-122.0832101,Oct
2336,Starbreeze Entertainment,Stockholm,other,non,Sweden,Europe,44,02-Oct-25,,,,Computer Games,Unknown,,2025,59.3251172,18.0710935,Oct
2337,Texas Instruments,Dallas,other,Texas,USA,North America,163,02-Oct-25,,,,Semiconductor Manufacturing,Unknown,,2025,32.7762719,-96.7968559,Oct
2338,Google,Sunnyvale,San Francisco Bay Area,California,USA,North America,50,02-Oct-25,,,,Software Development,Unknown,,2025,37.3688301,-122.036349,Oct
2339,Heart Machine,Los Angeles,other,California,USA,North America,,09-Oct-25,,,,Gaming,Unknown,,2025,34.0536909,-118.242766,Oct
2340,HP,Ra'anana,other,non,Israel,Asia,100,12-Oct-25,,,,IT Services and IT Consulting,Unknown,,2025,32.1860244,34.8678359,Oct
2341,AccelerEd,Bethesda,other,Maryland,USA,North America,108,15-Oct-25,100,108,0,Higher Education Industry,Unknown,,2025,38.9626279,-77.08155546,Oct
2342,Bill,San Jose,San Francisco Bay Area,California,USA,North America,,15-Oct-25,6,,,Software Development,Unknown,,2025,37.3361663,-121.890591,Oct
2343,Tia,San Francisco,San Francisco Bay Area,California,USA,North America,72,18-Oct-25,23,313,241,Healthcare,Unknown,,2025,37.7792588,-122.4193286,Oct
2344,Ludeo,El Segundo,other,California,USA,North America,25,20-Oct-25,50,50,25,Computer Games,Unknown,,2025,33.91462502,-118.4071838,Oct
2345,Rovio,Espoo,other,non,Finland,Europe,36,21-Oct-25,,,,Computer Games,Unknown,,2025,60.2047672,24.6568435,Oct
2346,Meta,Menlo Park,San Francisco Bay Area,California,USA,North America,600,22-Oct-25,,,,Software Development,Unknown,,2025,37.4519671,-122.177992,Oct
2347,Kaseya,Miami,other,Florida,USA,North America,200,23-Oct-25,,,,Software Development,Unknown,,2025,25.7741728,-80.19362,Oct
2348,Robin AI,London,other,England,UK,Europe,,24-Oct-25,33,,,Legal Intelligence,Unknown,,2025,51.4893335,-0.144055085,Oct
2349,Hootsuite,Vancouver,Cascadia,British Columbia,Canada,North America,,27-Oct-25,20,,,Social media management,Unknown,,2025,49.2608724,-123.113952,Oct
2350,Amazon,Seattle,Cascadia,Washington,USA,North America,30000,28-Oct-25,,,,E-commerce,Unknown,,2025,47.6038321,-122.330062,Oct
2351,Chegg,Santa Clara,San Francisco Bay Area,California,USA,North America,388,28-Oct-25,45,862,474,Higher Education,Unknown,,2025,37.354107,-121.955238,Oct
2352,Zepto,Bengaluru,other,Karnataka,India,Asia,150,29-Oct-25,,,,Technology. Information and Internet,Unknown,,2025,12.98815675,77.62260004,Oct
2353,Applied Materials,Santa Clara,San Francisco Bay Area,California,USA,North America,1400,29-Oct-25,4,35000,33600,Semiconductor Manufacturing,Unknown,,2025,37.354107,-121.955238,Oct
2354,NTT Data,Tokyo,Tokyo,Tokyo,Japan,Asia,108,31-Oct-25,,,,IT Services and IT Consulting,Unknown,,2025,35.6821936,139.762221,Oct
2355,Luminar,Orlando,other,Florida,USA,North America,,31-Oct-25,25,,,Automotive Technology,Unknown,,2025,28.5421109,-81.3790304,Oct
2356,Rockstar Games,New York City,other,New York,USA,North America,35,01-Nov-25,,,,Computer Games,Unknown,,2025,40.7127281,-74.0060152,Nov
2357,IBM,New York City,other,New York,USA,North America,,04-Nov-25,,,,IT Services and IT Consulting,Unknown,,2025,40.7127281,-74.0060152,Nov
2358,Tripadvisor,Needham,other,Massachusetts,USA,North America,,04-Nov-25,,,,Travel Guidance Platform,Unknown,,2025,42.27954673,-71.2468039,Nov
2359,Porter,Bengaluru,other,Karnataka,India,Asia,350,04-Nov-25,18,1944,1594,Logistic,Unknown,,2025,12.98815675,77.62260004,Nov
2360,HP,Houston,other,Texas,USA,North America,52,05-Nov-25,,,,IT Services and IT Consulting,Unknown,,2025,29.72479255,-95.32954337,Nov
2361,MyBambu,Memphis,other,Tennessee,USA,North America,141,05-Nov-25,100,141,0,Financial Services,Unknown,,2025,35.1460249,-90.0517638,Nov
2362,Indeed,Austin,other,Texas,USA,North America,,06-Nov-25,,,,Recruiting Platform,Unknown,,2025,30.2711286,-97.7436995,Nov
2363,Axonius,New York City,other,New York,USA,North America,100,06-Nov-25,11,909,809,Cybersecurity,Unknown,,2025,40.7127281,-74.0060152,Nov
